Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0051156	GO:0051156	glucose 6-phosphate metabolic process	1.074e-03	0.000e+00	2.814e+00	1.534e-03
GO:0051156	GO:0006023	aminoglycan biosynthetic process	6.376e-03	0.000e+00	2.136e+00	7.311e-03
GO:0009202	GO:0009202	deoxyribonucleoside triphosphate biosynthetic process	1.117e-03	0.000e+00	3.432e+00	3.697e-04
GO:0009202	GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process	1.190e-03	0.000e+00	3.285e+00	5.183e-04
GO:0031204	GO:0031204	posttranslational protein targeting to membrane, translocation	1.152e-03	0.000e+00	4.668e+00	2.146e-05
GO:0031204	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation	1.225e-03	0.000e+00	4.951e+00	1.119e-05
GO:0044546	GO:0044546	NLRP3 inflammasome complex assembly	1.163e-03	0.000e+00	6.785e+00	1.640e-07
GO:0050650	GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	1.184e-03	0.000e+00	5.424e+00	3.769e-06
GO:0050650	GO:0050654	chondroitin sulfate proteoglycan metabolic process	1.058e-02	0.000e+00	5.403e+00	3.956e-06
GO:0050650	GO:0051541	elastin metabolic process	1.401e-02	0.000e+00	6.086e+00	8.201e-07
GO:0003256	GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	1.189e-03	0.000e+00	5.756e+00	1.755e-06
GO:0003256	GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development	4.903e-03	0.000e+00	5.670e+00	2.140e-06
GO:0043504	GO:0043504	mitochondrial DNA repair	1.196e-03	0.000e+00	5.226e+00	5.943e-06
GO:0060579	GO:0060579	ventral spinal cord interneuron fate commitment	1.197e-03	0.000e+00	6.212e+00	6.141e-07
GO:0060579	GO:0060581	cell fate commitment involved in pattern specification	1.197e-03	0.000e+00	6.098e+00	7.972e-07
GO:0060579	GO:0021781	glial cell fate commitment	1.648e-03	0.000e+00	5.808e+00	1.556e-06
GO:0060579	GO:0048663	neuron fate commitment	7.748e-03	0.000e+00	4.899e+00	1.262e-05
GO:1903596	GO:1903596	regulation of gap junction assembly	1.200e-03	0.000e+00	5.956e+00	1.106e-06
GO:1903596	GO:1901890	positive regulation of cell junction assembly	1.351e-02	0.000e+00	4.689e+00	2.045e-05
GO:0097150	GO:0097150	neuronal stem cell population maintenance	1.205e-03	0.000e+00	5.246e+00	5.680e-06
GO:0097150	GO:0035019	somatic stem cell population maintenance	8.418e-03	0.000e+00	5.119e+00	7.606e-06
GO:0001768	GO:0001768	establishment of T cell polarity	1.207e-03	0.000e+00	5.891e+00	1.286e-06
GO:0001768	GO:0001767	establishment of lymphocyte polarity	1.328e-03	0.000e+00	5.890e+00	1.289e-06
GO:0001768	GO:0045199	maintenance of epithelial cell apical/basal polarity	1.168e-03	0.000e+00	5.606e+00	2.479e-06
GO:0001768	GO:0035090	maintenance of apical/basal cell polarity	1.168e-03	0.000e+00	5.578e+00	2.643e-06
GO:0001768	GO:0045198	establishment of epithelial cell apical/basal polarity	4.958e-03	0.000e+00	5.434e+00	3.677e-06
GO:0001768	GO:0035089	establishment of apical/basal cell polarity	1.610e-02	0.000e+00	5.328e+00	4.700e-06
GO:0001768	GO:0090162	establishment of epithelial cell polarity	6.328e-03	0.000e+00	4.872e+00	1.342e-05
GO:0001768	GO:0061162	establishment of monopolar cell polarity	8.975e-03	0.000e+00	5.281e+00	5.237e-06
GO:0015697	GO:0015697	quaternary ammonium group transport	1.263e-03	0.000e+00	4.003e+00	9.932e-05
GO:0015697	GO:0006844	acyl carnitine transport	5.374e-03	0.000e+00	5.531e+00	2.945e-06
GO:0015697	GO:1902616	acyl carnitine transmembrane transport	5.374e-03	0.000e+00	5.762e+00	1.728e-06
GO:0018158	GO:0018158	protein oxidation	1.265e-03	0.000e+00	4.867e+00	1.359e-05
GO:0097264	GO:0097264	self proteolysis	1.273e-03	0.000e+00	5.714e+00	1.930e-06
GO:0055024	GO:0055024	regulation of cardiac muscle tissue development	1.281e-03	0.000e+00	6.029e+00	9.346e-07
GO:0055024	GO:0055025	positive regulation of cardiac muscle tissue development	5.585e-03	0.000e+00	6.385e+00	4.120e-07
GO:0055024	GO:0055026	negative regulation of cardiac muscle tissue development	3.987e-03	0.000e+00	6.427e+00	3.738e-07
GO:0055024	GO:0045843	negative regulation of striated muscle tissue development	3.435e-03	0.000e+00	5.610e+00	2.457e-06
GO:0055024	GO:1901862	negative regulation of muscle tissue development	5.446e-03	0.000e+00	5.547e+00	2.838e-06
GO:0055024	GO:0048635	negative regulation of muscle organ development	4.524e-03	0.000e+00	5.511e+00	3.082e-06
GO:0061029	GO:0061029	eyelid development in camera-type eye	1.312e-03	0.000e+00	5.718e+00	1.915e-06
GO:0006004	GO:0006004	fucose metabolic process	1.341e-03	0.000e+00	3.615e+00	2.428e-04
GO:0006004	GO:0019852	L-ascorbic acid metabolic process	1.864e-03	0.000e+00	4.224e+00	5.968e-05
GO:0017085	GO:0017085	response to insecticide	1.391e-03	0.000e+00	6.024e+00	9.460e-07
GO:0017085	GO:0009636	response to toxic substance	1.565e-03	0.000e+00	3.799e+00	1.587e-04
GO:0006686	GO:0006686	sphingomyelin biosynthetic process	1.393e-03	0.000e+00	5.758e+00	1.747e-06
GO:0006686	GO:0006684	sphingomyelin metabolic process	3.791e-03	0.000e+00	4.722e+00	1.896e-05
GO:0006686	GO:0006681	galactosylceramide metabolic process	4.564e-03	0.000e+00	5.014e+00	9.689e-06
GO:0006686	GO:0019374	galactolipid metabolic process	4.564e-03	0.000e+00	4.954e+00	1.112e-05
GO:0006686	GO:0046514	ceramide catabolic process	1.100e-02	0.000e+00	4.327e+00	4.709e-05
GO:0015886	GO:0015886	heme transport	1.408e-03	0.000e+00	3.376e+00	4.206e-04
GO:0015886	GO:1901678	iron coordination entity transport	4.137e-03	0.000e+00	2.941e+00	1.146e-03
GO:0015886	GO:0006825	copper ion transport	2.819e-03	0.000e+00	3.593e+00	2.555e-04
GO:0015886	GO:0015677	copper ion import	1.487e-02	0.000e+00	5.575e+00	2.659e-06
GO:0046849	GO:0048771	tissue remodeling	1.190e-03	0.000e+00	4.746e+00	1.796e-05
GO:0046849	GO:0046849	bone remodeling	1.415e-03	0.000e+00	5.238e+00	5.779e-06
GO:0046849	GO:0002248	connective tissue replacement involved in inflammatory response wound healing	1.257e-02	0.000e+00	6.090e+00	8.125e-07
GO:0030970	GO:0030970	retrograde protein transport, ER to cytosol	1.421e-03	0.000e+00	5.159e+00	6.939e-06
GO:0030970	GO:1903513	endoplasmic reticulum to cytosol transport	1.421e-03	0.000e+00	5.159e+00	6.939e-06
GO:0030970	GO:0032527	protein exit from endoplasmic reticulum	1.636e-03	0.000e+00	5.043e+00	9.067e-06
GO:0006081	GO:0006081	cellular aldehyde metabolic process	1.431e-03	0.000e+00	2.609e+00	2.462e-03
GO:0006081	GO:0046184	aldehyde biosynthetic process	3.281e-03	0.000e+00	3.089e+00	8.143e-04
GO:0006081	GO:0046487	glyoxylate metabolic process	6.390e-03	0.000e+00	3.282e+00	5.218e-04
GO:0019471	GO:0019471	4-hydroxyproline metabolic process	1.450e-03	0.000e+00	6.720e+00	1.907e-07
GO:0032098	GO:0032098	regulation of appetite	1.497e-03	0.000e+00	4.961e+00	1.093e-05
GO:0032098	GO:0032099	negative regulation of appetite	4.615e-03	0.000e+00	5.169e+00	6.775e-06
GO:0070269	GO:0070269	pyroptosis	1.510e-03	0.000e+00	5.788e+00	1.629e-06
GO:0070269	GO:1902742	apoptotic process involved in development	2.752e-03	0.000e+00	5.128e+00	7.442e-06
GO:0070269	GO:0070266	necroptotic process	1.703e-03	0.000e+00	5.389e+00	4.082e-06
GO:0070269	GO:0070265	necrotic cell death	1.480e-02	0.000e+00	5.258e+00	5.516e-06
GO:0038003	GO:0038003	G protein-coupled opioid receptor signaling pathway	1.519e-03	0.000e+00	4.710e+00	1.949e-05
GO:0038003	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	8.823e-04	0.000e+00	4.821e+00	1.511e-05
GO:0038003	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	6.602e-03	0.000e+00	4.024e+00	9.470e-05
GO:0038003	GO:0070493	thrombin-activated receptor signaling pathway	3.826e-03	0.000e+00	5.138e+00	7.282e-06
GO:0060392	GO:0060392	negative regulation of SMAD protein signal transduction	1.522e-03	0.000e+00	5.826e+00	1.491e-06
GO:0060392	GO:0060390	regulation of SMAD protein signal transduction	1.620e-03	0.000e+00	5.229e+00	5.905e-06
GO:0060392	GO:0060391	positive regulation of SMAD protein signal transduction	5.790e-03	0.000e+00	5.493e+00	3.212e-06
GO:0060392	GO:0030513	positive regulation of BMP signaling pathway	8.957e-03	0.000e+00	4.829e+00	1.484e-05
GO:0060392	GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	5.307e-03	0.000e+00	5.014e+00	9.693e-06
GO:0060392	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	6.382e-03	0.000e+00	4.454e+00	3.514e-05
GO:0009820	GO:0009820	alkaloid metabolic process	1.552e-03	0.000e+00	4.691e+00	2.036e-05
GO:0032488	GO:0032488	Cdc42 protein signal transduction	1.578e-03	0.000e+00	6.019e+00	9.575e-07
GO:0032488	GO:0032482	Rab protein signal transduction	1.433e-03	0.000e+00	4.749e+00	1.782e-05
GO:0032488	GO:0007266	Rho protein signal transduction	2.837e-03	0.000e+00	4.460e+00	3.466e-05
GO:0072224	GO:0072224	metanephric glomerulus development	1.630e-03	0.000e+00	6.655e+00	2.212e-07
GO:0072224	GO:0032835	glomerulus development	4.082e-03	0.000e+00	5.285e+00	5.188e-06
GO:0060389	GO:0060389	pathway-restricted SMAD protein phosphorylation	1.783e-03	0.000e+00	5.378e+00	4.185e-06
GO:0033622	GO:0033622	integrin activation	1.792e-03	0.000e+00	5.657e+00	2.205e-06
GO:1990592	GO:1990564	protein polyufmylation	1.808e-03	0.000e+00	5.635e+00	2.315e-06
GO:1990592	GO:1990592	protein K69-linked ufmylation	1.808e-03	0.000e+00	5.635e+00	2.315e-06
GO:1990592	GO:0071569	protein ufmylation	1.332e-02	0.000e+00	5.059e+00	8.720e-06
GO:0072376	GO:0072376	protein activation cascade	1.834e-03	0.000e+00	5.222e+00	6.000e-06
GO:0001878	GO:0001878	response to yeast	1.888e-03	0.000e+00	5.413e+00	3.864e-06
GO:0001878	GO:0019732	antifungal humoral response	6.832e-03	0.000e+00	5.904e+00	1.247e-06
GO:0072028	GO:0072028	nephron morphogenesis	1.943e-03	0.000e+00	6.427e+00	3.738e-07
GO:0072028	GO:0072273	metanephric nephron morphogenesis	8.808e-03	0.000e+00	6.806e+00	1.564e-07
GO:1990384	GO:1990384	hyaloid vascular plexus regression	1.943e-03	0.000e+00	5.903e+00	1.251e-06
GO:1990384	GO:0060033	anatomical structure regression	7.592e-03	0.000e+00	5.433e+00	3.689e-06
GO:0010737	GO:0010737	protein kinase A signaling	1.969e-03	0.000e+00	5.361e+00	4.360e-06
GO:0051608	GO:0051608	histamine transport	2.068e-03	0.000e+00	5.836e+00	1.457e-06
GO:0051608	GO:0001821	histamine secretion	5.405e-03	0.000e+00	6.419e+00	3.815e-07
GO:0051608	GO:0002553	histamine secretion by mast cell	6.157e-03	0.000e+00	6.538e+00	2.899e-07
GO:0051608	GO:0002441	histamine secretion involved in inflammatory response	6.157e-03	0.000e+00	6.538e+00	2.899e-07
GO:0038203	GO:0038203	TORC2 signaling	2.105e-03	0.000e+00	5.282e+00	5.218e-06
GO:0044364	GO:0044364	disruption of cells of another organism	2.321e-03	0.000e+00	7.140e+00	7.248e-08
GO:0097527	GO:0097527	necroptotic signaling pathway	2.342e-03	0.000e+00	5.583e+00	2.609e-06
GO:0051767	GO:0051767	nitric-oxide synthase biosynthetic process	2.436e-03	0.000e+00	8.419e+00	3.815e-09
GO:0051769	GO:0051769	regulation of nitric-oxide synthase biosynthetic process	2.436e-03	0.000e+00	5.714e+00	1.934e-06
GO:0051769	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	8.733e-03	0.000e+00	5.872e+00	1.343e-06
GO:0009169	GO:0009128	purine nucleoside monophosphate catabolic process	2.443e-03	0.000e+00	5.339e+00	4.577e-06
GO:0009169	GO:0009169	purine ribonucleoside monophosphate catabolic process	2.443e-03	0.000e+00	5.360e+00	4.364e-06
GO:0009169	GO:0009158	ribonucleoside monophosphate catabolic process	2.941e-03	0.000e+00	5.345e+00	4.516e-06
GO:0009169	GO:0009163	nucleoside biosynthetic process	8.721e-03	0.000e+00	2.418e+00	3.821e-03
GO:0009169	GO:1901659	glycosyl compound biosynthetic process	1.496e-02	0.000e+00	2.403e+00	3.955e-03
GO:1903427	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	2.520e-03	0.000e+00	5.413e+00	3.868e-06
GO:1903427	GO:1903426	regulation of reactive oxygen species biosynthetic process	6.341e-03	0.000e+00	4.762e+00	1.728e-05
GO:1903427	GO:0010728	regulation of hydrogen peroxide biosynthetic process	1.133e-02	0.000e+00	6.021e+00	9.536e-07
GO:1903427	GO:0045428	regulation of nitric oxide biosynthetic process	1.375e-02	0.000e+00	4.966e+00	1.081e-05
GO:0006382	GO:0006382	adenosine to inosine editing	2.965e-03	0.000e+00	3.609e+00	2.461e-04
GO:0006382	GO:0016553	base conversion or substitution editing	2.965e-03	0.000e+00	3.583e+00	2.610e-04
GO:0010749	GO:0010749	regulation of nitric oxide mediated signal transduction	2.970e-03	0.000e+00	5.725e+00	1.884e-06
GO:0010749	GO:0070302	regulation of stress-activated protein kinase signaling cascade	1.122e-02	0.000e+00	4.224e+00	5.972e-05
GO:0010749	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	2.121e-03	0.000e+00	4.838e+00	1.452e-05
GO:0010749	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	4.116e-03	0.000e+00	4.695e+00	2.017e-05
GO:0010749	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	4.149e-03	0.000e+00	5.202e+00	6.286e-06
GO:0010749	GO:1901186	positive regulation of ERBB signaling pathway	1.289e-02	0.000e+00	5.178e+00	6.637e-06
GO:0048066	GO:0048066	developmental pigmentation	2.988e-03	0.000e+00	5.042e+00	9.075e-06
GO:0048066	GO:0043473	pigmentation	1.068e-02	0.000e+00	4.635e+00	2.319e-05
GO:0048103	GO:0048103	somatic stem cell division	3.079e-03	0.000e+00	5.749e+00	1.781e-06
GO:0036302	GO:0036302	atrioventricular canal development	3.205e-03	0.000e+00	5.494e+00	3.204e-06
GO:0042780	GO:0042780	tRNA 3'-end processing	3.253e-03	0.000e+00	3.863e+00	1.371e-04
GO:0046716	GO:0046716	muscle cell cellular homeostasis	3.257e-03	0.000e+00	5.017e+00	9.613e-06
GO:0046716	GO:0010669	epithelial structure maintenance	1.463e-02	0.000e+00	5.093e+00	8.072e-06
GO:0046716	GO:0048873	homeostasis of number of cells within a tissue	5.628e-03	0.000e+00	5.239e+00	5.764e-06
GO:0046716	GO:0001895	retina homeostasis	1.209e-02	0.000e+00	5.415e+00	3.849e-06
GO:0001780	GO:0001780	neutrophil homeostasis	3.501e-03	0.000e+00	5.634e+00	2.323e-06
GO:0001780	GO:0001782	B cell homeostasis	1.232e-02	0.000e+00	5.343e+00	4.539e-06
GO:0030185	GO:0030185	nitric oxide transport	3.582e-03	0.000e+00	6.521e+00	3.014e-07
GO:1903332	GO:1903332	regulation of protein folding	3.672e-03	0.000e+00	5.796e+00	1.598e-06
GO:1901998	GO:1901998	toxin transport	3.809e-03	0.000e+00	4.175e+00	6.679e-05
GO:0072210	GO:0072006	nephron development	3.377e-03	0.000e+00	5.529e+00	2.956e-06
GO:0072210	GO:0072210	metanephric nephron development	3.851e-03	0.000e+00	6.365e+00	4.310e-07
GO:0072243	GO:0072243	metanephric nephron epithelium development	3.986e-03	0.000e+00	5.582e+00	2.617e-06
GO:0072243	GO:0072234	metanephric nephron tubule development	8.154e-03	0.000e+00	5.598e+00	2.521e-06
GO:0072243	GO:0072207	metanephric epithelium development	4.369e-03	0.000e+00	5.424e+00	3.765e-06
GO:0072243	GO:0072170	metanephric tubule development	8.911e-03	0.000e+00	5.535e+00	2.914e-06
GO:0043491	GO:0043491	protein kinase B signaling	4.030e-03	0.000e+00	4.995e+00	1.011e-05
GO:0006044	GO:0006044	N-acetylglucosamine metabolic process	4.036e-03	0.000e+00	3.594e+00	2.546e-04
GO:0001844	GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	4.204e-03	0.000e+00	6.526e+00	2.975e-07
GO:0001844	GO:0007008	outer mitochondrial membrane organization	1.635e-02	0.000e+00	4.601e+00	2.508e-05
GO:0001844	GO:0035795	negative regulation of mitochondrial membrane permeability	6.474e-03	0.000e+00	6.223e+00	5.989e-07
GO:0001844	GO:1905710	positive regulation of membrane permeability	2.210e-02	0.000e+00	5.413e+00	3.864e-06
GO:0046415	GO:0046415	urate metabolic process	4.352e-03	0.000e+00	4.236e+00	5.813e-05
GO:0044851	GO:0044851	hair cycle phase	4.414e-03	0.000e+00	8.419e+00	3.815e-09
GO:0038061	GO:0038061	NIK/NF-kappaB signaling	4.527e-03	0.000e+00	5.619e+00	2.403e-06
GO:0098869	GO:1990748	cellular detoxification	3.686e-03	0.000e+00	2.285e+00	5.192e-03
GO:0098869	GO:0098869	cellular oxidant detoxification	4.903e-03	0.000e+00	2.293e+00	5.096e-03
GO:0098869	GO:0098754	detoxification	2.215e-03	0.000e+00	2.280e+00	5.244e-03
GO:0098869	GO:0061687	detoxification of inorganic compound	8.183e-03	0.000e+00	4.668e+00	2.147e-05
GO:0098869	GO:0010273	detoxification of copper ion	1.116e-02	0.000e+00	5.747e+00	1.789e-06
GO:0010561	GO:0010561	negative regulation of glycoprotein biosynthetic process	5.125e-03	0.000e+00	5.653e+00	2.224e-06
GO:0010561	GO:1903019	negative regulation of glycoprotein metabolic process	1.143e-02	0.000e+00	5.492e+00	3.223e-06
GO:0061419	GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	5.413e-03	0.000e+00	5.946e+00	1.133e-06
GO:0061419	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	9.085e-03	0.000e+00	4.590e+00	2.571e-05
GO:0060268	GO:0060268	negative regulation of respiratory burst	5.608e-03	0.000e+00	6.064e+00	8.621e-07
GO:1903580	GO:1903580	positive regulation of ATP metabolic process	5.783e-03	0.000e+00	5.167e+00	6.813e-06
GO:1903580	GO:0090324	negative regulation of oxidative phosphorylation	1.387e-02	0.000e+00	5.905e+00	1.244e-06
GO:0043931	GO:0043931	ossification involved in bone maturation	5.921e-03	0.000e+00	5.753e+00	1.766e-06
GO:0035900	GO:0035900	response to isolation stress	6.680e-03	0.000e+00	6.913e+00	1.221e-07
GO:0044351	GO:0044351	macropinocytosis	7.024e-03	0.000e+00	5.818e+00	1.522e-06
GO:0044351	GO:0006907	pinocytosis	1.335e-02	0.000e+00	5.289e+00	5.146e-06
GO:0006978	GO:0042772	DNA damage response, signal transduction resulting in transcription	4.405e-03	0.000e+00	5.571e+00	2.685e-06
GO:0006978	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	7.478e-03	0.000e+00	5.615e+00	2.426e-06
GO:0030574	GO:0030574	collagen catabolic process	7.722e-03	0.000e+00	4.903e+00	1.251e-05
GO:0018230	GO:0018230	peptidyl-L-cysteine S-palmitoylation	7.907e-03	0.000e+00	4.894e+00	1.277e-05
GO:0018230	GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	7.907e-03	0.000e+00	4.894e+00	1.277e-05
GO:0030309	GO:0030309	poly-N-acetyllactosamine metabolic process	8.231e-03	0.000e+00	5.643e+00	2.273e-06
GO:0030309	GO:0006024	glycosaminoglycan biosynthetic process	9.762e-03	0.000e+00	2.139e+00	7.265e-03
GO:0036120	GO:0036119	response to platelet-derived growth factor	5.585e-03	0.000e+00	5.515e+00	3.055e-06
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	8.286e-03	0.000e+00	5.543e+00	2.865e-06
GO:0036120	GO:0071364	cellular response to epidermal growth factor stimulus	8.700e-03	0.000e+00	5.172e+00	6.725e-06
GO:0036120	GO:0070849	response to epidermal growth factor	9.215e-03	0.000e+00	5.131e+00	7.396e-06
GO:0036120	GO:0071774	response to fibroblast growth factor	1.500e-02	0.000e+00	5.331e+00	4.665e-06
GO:0071696	GO:0071696	ectodermal placode development	8.511e-03	0.000e+00	5.598e+00	2.521e-06
GO:0014065	GO:0014065	phosphatidylinositol 3-kinase signaling	8.877e-03	0.000e+00	4.930e+00	1.176e-05
GO:0014065	GO:0048015	phosphatidylinositol-mediated signaling	1.043e-02	0.000e+00	3.976e+00	1.057e-04
GO:0014065	GO:0048017	inositol lipid-mediated signaling	8.531e-03	0.000e+00	3.914e+00	1.219e-04
GO:0097647	GO:0097647	amylin receptor signaling pathway	9.137e-03	0.000e+00	6.033e+00	9.269e-07
GO:0038066	GO:0038066	p38MAPK cascade	9.929e-03	0.000e+00	5.635e+00	2.319e-06
GO:1990166	GO:1990166	protein localization to site of double-strand break	1.001e-02	0.000e+00	6.082e+00	8.278e-07
GO:1990166	GO:0097499	protein localization to non-motile cilium	1.348e-02	0.000e+00	5.545e+00	2.849e-06
GO:0007252	GO:0007252	I-kappaB phosphorylation	1.048e-02	0.000e+00	4.958e+00	1.101e-05
GO:0000183	GO:0000183	rDNA heterochromatin assembly	1.093e-02	0.000e+00	5.122e+00	7.545e-06
GO:0060749	GO:0060749	mammary gland alveolus development	1.102e-02	0.000e+00	5.577e+00	2.647e-06
